State,Year,Quarter,District,Insurance_Count,Insurance_Amount
gujarat,2023,4,panch mahals,489,899552.0
gujarat,2023,4,narmada,100,271738.0
gujarat,2023,4,gir somnath,219,417003.0
gujarat,2023,4,valsad,2030,3301560.0
gujarat,2023,4,mahisagar,149,294549.0
gujarat,2023,4,sabar kantha,419,789645.0
gujarat,2023,4,tapi,232,540519.0
gujarat,2023,4,vadodara,2756,4865088.0
gujarat,2023,4,banas kantha,955,1817338.0
gujarat,2023,4,amreli,261,506106.0
gujarat,2023,4,ahmadabad,10344,16047139.0
gujarat,2023,4,dohad,365,503495.0
gujarat,2023,4,navsari,494,1131620.0
gujarat,2023,4,patan,411,716029.0
gujarat,2023,4,kachchh,1972,2767311.0
gujarat,2023,4,surendranagar,439,865094.0
gujarat,2023,4,morbi,466,814165.0
gujarat,2024,1,anand,586,962479.0
gujarat,2024,1,jamnagar,828,1282966.0
gujarat,2024,1,devbhumi dwarka,229,423696.0
gujarat,2024,1,rajkot,2612,3794409.0
gujarat,2024,1,aravallis,334,509266.0
gujarat,2024,1,chhotaudepur,117,159755.0
gujarat,2024,1,botad,157,206798.0
gujarat,2024,1,bharuch,2022,3022124.0
gujarat,2024,1,bhavnagar,1049,1211558.0
gujarat,2024,1,junagadh,403,733301.0
gujarat,2024,1,mahesana,1088,1661780.0
gujarat,2024,1,the dangs,38,92244.0
gujarat,2024,1,kheda,619,998821.0
gujarat,2024,1,surat,9277,10645109.0
gujarat,2024,1,porbandar,255,362516.0
gujarat,2024,1,gandhinagar,1991,3417398.0
gujarat,2024,1,panch mahals,477,717321.0
gujarat,2024,1,narmada,136,216998.0
gujarat,2024,1,gir somnath,269,382105.0
gujarat,2024,1,valsad,2218,3196463.0
gujarat,2024,1,mahisagar,188,277377.0
gujarat,2024,1,sabar kantha,451,723185.0
gujarat,2024,1,tapi,266,555989.0
gujarat,2024,1,vadodara,2674,4324591.0
gujarat,2024,1,banas kantha,1155,1457558.0
gujarat,2024,1,amreli,235,333199.0
gujarat,2024,1,ahmadabad,10018,14364566.0
gujarat,2024,1,dohad,497,555306.0
gujarat,2024,1,navsari,521,931938.0
gujarat,2024,1,patan,496,741796.0
gujarat,2024,1,kachchh,2270,2841893.0
gujarat,2024,1,surendranagar,506,738371.0
gujarat,2024,1,morbi,683,791034.0
gujarat,2024,2,anand,699,1037990.0
gujarat,2024,2,jamnagar,817,1317877.0
gujarat,2024,2,devbhumi dwarka,219,370747.0
gujarat,2024,2,rajkot,3116,4171290.0
gujarat,2024,2,aravallis,251,469379.0
gujarat,2024,2,chhotaudepur,99,164713.0
gujarat,2024,2,botad,134,236538.0
gujarat,2024,2,bharuch,1711,2452287.0
gujarat,2024,2,bhavnagar,1110,1430220.0
gujarat,2024,2,junagadh,379,601960.0
gujarat,2024,2,mahesana,1048,1719893.0
gujarat,2024,2,the dangs,32,76675.0
gujarat,2024,2,kheda,581,825582.0
gujarat,2024,2,surat,9120,11220662.0
gujarat,2024,2,porbandar,232,321710.0
gujarat,2024,2,gandhinagar,1985,3217376.0
gujarat,2024,2,panch mahals,459,634440.0
gujarat,2024,2,narmada,136,268897.0
gujarat,2024,2,gir somnath,239,390738.0
gujarat,2024,2,valsad,1967,3083166.0
gujarat,2024,2,mahisagar,136,244575.0
gujarat,2024,2,sabar kantha,411,677621.0
gujarat,2024,2,tapi,232,389875.0
gujarat,2024,2,vadodara,2706,4644588.0
gujarat,2024,2,banas kantha,1075,1816483.0
gujarat,2024,2,amreli,232,389260.0
gujarat,2024,2,ahmadabad,10341,15547955.0
gujarat,2024,2,dohad,359,419543.0
gujarat,2024,2,navsari,511,940315.0
gujarat,2024,2,patan,410,519797.0
gujarat,2024,2,kachchh,2146,2785372.0
gujarat,2024,2,surendranagar,569,807201.0
gujarat,2024,2,morbi,545,671738.0
gujarat,2024,3,anand,612,1110227.0
gujarat,2024,3,jamnagar,872,1431892.0
gujarat,2024,3,devbhumi dwarka,230,511593.0
gujarat,2024,3,aravalli,283,610530.0
gujarat,2024,3,rajkot,2935,4371113.0
gujarat,2024,3,chhotaudepur,102,162088.0
gujarat,2024,3,botad,149,299486.0
gujarat,2024,3,bharuch,1768,2801543.0
gujarat,2024,3,bhavnagar,1168,1635336.0
gujarat,2024,3,ahmedabad,12184,17553288.0
gujarat,2024,3,junagadh,499,832069.0
gujarat,2024,3,dahod,404,723966.0
gujarat,2024,3,mahesana,1087,1969857.0
gujarat,2024,3,kheda,605,1101417.0
gujarat,2024,3,surat,9244,11486994.0
gujarat,2024,3,porbandar,217,378599.0
gujarat,2024,3,gandhinagar,2386,4058142.0
gujarat,2024,3,narmada,108,247124.0
gujarat,2024,3,gir somnath,290,636434.0
gujarat,2024,3,valsad,1905,2794216.0
gujarat,2024,3,panchmahals,505,861485.0
gujarat,2024,3,mahisagar,182,415463.0
gujarat,2024,3,tapi,210,529005.0
gujarat,2024,3,vadodara,2679,4369142.0
gujarat,2024,3,sabarkantha,456,884495.0
gujarat,2024,3,amreli,195,300758.0
gujarat,2024,3,ahmadabad,4,9426.0
gujarat,2024,3,navsari,476,881255.0
gujarat,2024,3,patan,474,796611.0
gujarat,2024,3,kachchh,2218,3200203.0
gujarat,2024,3,surendranagar,620,1049509.0
gujarat,2024,3,dangs,42,105457.0
gujarat,2024,3,morbi,572,820152.0
gujarat,2024,3,banaskantha,1082,2011452.0
gujarat,2024,4,anand,790,1495423.0
gujarat,2024,4,jamnagar,1092,1483950.0
gujarat,2024,4,devbhumi dwarka,258,445520.0
gujarat,2024,4,aravalli,348,623672.0
gujarat,2024,4,rajkot,3682,5459568.0
gujarat,2024,4,chhotaudepur,121,197771.0
gujarat,2024,4,botad,243,354090.0
gujarat,2024,4,bharuch,2348,3655512.0
gujarat,2024,4,bhavnagar,1544,1903033.0
gujarat,2024,4,ahmedabad,18268,25165090.0
gujarat,2024,4,junagadh,542,975146.0
gujarat,2024,4,dahod,551,847170.0
gujarat,2024,4,mahesana,1458,2462736.0
gujarat,2024,4,kheda,817,1439398.0
gujarat,2024,4,surat,11616,14897974.0
gujarat,2024,4,porbandar,259,406040.0
gujarat,2024,4,gandhinagar,3082,5330046.0
gujarat,2024,4,narmada,159,252289.0
gujarat,2024,4,gir somnath,376,572232.0
gujarat,2024,4,valsad,2601,4056897.0
gujarat,2024,4,panchmahals,678,1129560.0
gujarat,2024,4,mahisagar,246,432537.0
gujarat,2024,4,tapi,313,780205.0
gujarat,2024,4,vadodara,3482,5748869.0
gujarat,2024,4,sabarkantha,569,1038111.0
gujarat,2024,4,amreli,371,658706.0
gujarat,2024,4,navsari,660,1251925.0
gujarat,2024,4,patan,671,1056513.0
gujarat,2024,4,kachchh,2511,3190903.0
gujarat,2024,4,surendranagar,701,1079791.0
gujarat,2024,4,dangs,53,160275.0
gujarat,2024,4,morbi,719,920058.0
gujarat,2024,4,banaskantha,1397,2387095.0
haryana,2020,2,yamunanagar,91,18968.0
haryana,2020,2,sonipat,210,43359.0
haryana,2020,2,jind,32,8495.0
haryana,2020,2,rohtak,127,27796.0
haryana,2020,2,faridabad,1051,189308.0
haryana,2020,2,mahendragarh,94,23269.0
haryana,2020,2,hisar,191,36813.0
haryana,2020,2,karnal,303,52030.0
haryana,2020,2,fatehabad,21,5143.0
haryana,2020,2,palwal,130,28921.0
haryana,2020,2,charkhi dadri,29,7053.0
haryana,2020,2,ambala,191,43269.0
haryana,2020,2,rewari,343,69983.0
haryana,2020,2,panchkula,110,22019.0
haryana,2020,2,bhiwani,83,19585.0
haryana,2020,2,sirsa,75,14945.0
haryana,2020,2,mewat,31,7908.0
haryana,2020,2,panipat,297,53337.0
haryana,2020,2,gurugram,2571,438481.0
haryana,2020,2,kaithal,43,9656.0
haryana,2020,2,kurukshetra,94,19177.0
haryana,2020,2,jhajjar,204,40299.0
haryana,2020,3,yamunanagar,142,42759.0
haryana,2020,3,sonipat,278,77076.0
haryana,2020,3,jind,150,46196.0
haryana,2020,3,rohtak,130,35802.0
haryana,2020,3,faridabad,1144,297042.0
haryana,2020,3,mahendragarh,237,61501.0
haryana,2020,3,hisar,361,114981.0
haryana,2020,3,karnal,232,63907.0
haryana,2020,3,fatehabad,86,26433.0
haryana,2020,3,palwal,258,65067.0
haryana,2020,3,charkhi dadri,42,12075.0
haryana,2020,3,ambala,198,56775.0
haryana,2020,3,rewari,483,135250.0
haryana,2020,3,panchkula,140,41974.0
haryana,2020,3,bhiwani,204,68318.0
haryana,2020,3,sirsa,123,36793.0
haryana,2020,3,mewat,129,27001.0
haryana,2020,3,panipat,296,79561.0
haryana,2020,3,gurugram,1999,454846.0
haryana,2020,3,kaithal,111,27034.0
haryana,2020,3,kurukshetra,154,43794.0
haryana,2020,3,jhajjar,242,70683.0
haryana,2020,4,yamunanagar,129,119098.0
haryana,2020,4,sonipat,357,304138.0
haryana,2020,4,jind,142,100629.0
haryana,2020,4,rohtak,230,192791.0
haryana,2020,4,faridabad,1370,1022011.0
haryana,2020,4,mahendragarh,271,184572.0
haryana,2020,4,hisar,374,243421.0
haryana,2020,4,karnal,220,141312.0
haryana,2020,4,fatehabad,109,65087.0
haryana,2020,4,palwal,295,205874.0
haryana,2020,4,charkhi dadri,64,60044.0
haryana,2020,4,ambala,146,155468.0
haryana,2020,4,rewari,639,442173.0
haryana,2020,4,panchkula,127,98899.0
haryana,2020,4,bhiwani,257,204503.0
haryana,2020,4,sirsa,112,73566.0
haryana,2020,4,mewat,157,106280.0
haryana,2020,4,panipat,265,148352.0
haryana,2020,4,gurugram,2380,1626450.0
haryana,2020,4,kaithal,107,68122.0
haryana,2020,4,kurukshetra,139,87224.0
haryana,2020,4,jhajjar,393,324264.0
haryana,2021,1,yamunanagar,184,104493.0
haryana,2021,1,sonipat,493,389233.0
haryana,2021,1,jind,231,138364.0
haryana,2021,1,rohtak,312,284433.0
haryana,2021,1,faridabad,1845,1250394.0
haryana,2021,1,mahendragarh,303,221897.0
haryana,2021,1,hisar,499,324109.0
haryana,2021,1,karnal,339,211754.0
haryana,2021,1,fatehabad,125,81821.0
haryana,2021,1,palwal,386,239181.0
haryana,2021,1,charkhi dadri,95,60263.0
haryana,2021,1,ambala,214,181616.0
haryana,2021,1,rewari,757,485758.0
haryana,2021,1,panchkula,155,122780.0
haryana,2021,1,bhiwani,282,214493.0
haryana,2021,1,sirsa,188,106173.0
haryana,2021,1,mewat,176,148542.0
haryana,2021,1,panipat,428,245026.0
haryana,2021,1,gurugram,3377,2003697.0
haryana,2021,1,kaithal,126,99001.0
haryana,2021,1,kurukshetra,206,112407.0
haryana,2021,1,jhajjar,317,272445.0
haryana,2021,2,yamunanagar,232,192920.0
haryana,2021,2,sonipat,739,843265.0
haryana,2021,2,jind,250,242044.0
haryana,2021,2,rohtak,463,488282.0
haryana,2021,2,faridabad,1707,1330963.0
haryana,2021,2,mahendragarh,502,622610.0
haryana,2021,2,hisar,683,636895.0
haryana,2021,2,karnal,386,293629.0
haryana,2021,2,fatehabad,172,163244.0
haryana,2021,2,palwal,396,360453.0
haryana,2021,2,charkhi dadri,136,148579.0
haryana,2021,2,ambala,225,229972.0
haryana,2021,2,rewari,1001,900929.0
haryana,2021,2,panchkula,237,249180.0
haryana,2021,2,bhiwani,424,442945.0
haryana,2021,2,sirsa,221,202173.0
haryana,2021,2,mewat,182,118123.0
haryana,2021,2,panipat,457,396928.0
haryana,2021,2,gurugram,3238,2521099.0
haryana,2021,2,kaithal,204,192044.0
haryana,2021,2,kurukshetra,204,196915.0
haryana,2021,2,jhajjar,457,499261.0
haryana,2021,3,yamunanagar,245,210209.0
haryana,2021,3,sonipat,673,772054.0
haryana,2021,3,jind,272,279378.0
haryana,2021,3,rohtak,431,484147.0
haryana,2021,3,faridabad,1957,1608197.0
haryana,2021,3,mahendragarh,415,496367.0
haryana,2021,3,hisar,600,562880.0
haryana,2021,3,karnal,458,395742.0
haryana,2021,3,fatehabad,191,250241.0
haryana,2021,3,palwal,410,426458.0
haryana,2021,3,charkhi dadri,119,167228.0
haryana,2021,3,ambala,233,248012.0
haryana,2021,3,rewari,960,921840.0
haryana,2021,3,panchkula,232,251841.0
haryana,2021,3,bhiwani,458,471344.0
haryana,2021,3,sirsa,241,216209.0
haryana,2021,3,mewat,288,260893.0
haryana,2021,3,panipat,522,513232.0
haryana,2021,3,gurugram,4501,3651728.0
haryana,2021,3,kaithal,217,178157.0
haryana,2021,3,kurukshetra,231,189756.0
haryana,2021,3,jhajjar,509,659985.0
haryana,2021,4,yamunanagar,364,537704.0
haryana,2021,4,sonipat,1000,1514842.0
haryana,2021,4,jind,268,509518.0
haryana,2021,4,rohtak,557,1036418.0
haryana,2021,4,faridabad,3250,3581730.0
haryana,2021,4,mahendragarh,669,1016832.0
haryana,2021,4,hisar,717,1163784.0
haryana,2021,4,karnal,577,747027.0
haryana,2021,4,fatehabad,186,342325.0
haryana,2021,4,palwal,548,750722.0
haryana,2021,4,charkhi dadri,159,317419.0
haryana,2021,4,ambala,417,627099.0
haryana,2021,4,rewari,1182,1635811.0
haryana,2021,4,panchkula,427,638673.0
haryana,2021,4,bhiwani,547,899073.0
haryana,2021,4,sirsa,278,546704.0
haryana,2021,4,mewat,326,404438.0
haryana,2021,4,panipat,600,903045.0
haryana,2021,4,gurugram,5951,6492219.0
haryana,2021,4,kaithal,296,353943.0
haryana,2021,4,kurukshetra,322,544433.0
haryana,2021,4,jhajjar,848,1322079.0
haryana,2022,1,yamunanagar,400,663141.0
haryana,2022,1,sonipat,1178,1965399.0
haryana,2022,1,jind,507,788896.0
haryana,2022,1,rohtak,836,1302980.0
haryana,2022,1,faridabad,3517,4282216.0
haryana,2022,1,mahendragarh,675,1004950.0
haryana,2022,1,hisar,855,1334248.0
haryana,2022,1,karnal,850,1119397.0
haryana,2022,1,fatehabad,297,429572.0
haryana,2022,1,palwal,565,896780.0
haryana,2022,1,charkhi dadri,308,528211.0
haryana,2022,1,ambala,467,788192.0
haryana,2022,1,rewari,1254,1910239.0
haryana,2022,1,panchkula,463,779739.0
haryana,2022,1,bhiwani,652,1039556.0
haryana,2022,1,sirsa,467,892805.0
haryana,2022,1,mewat,356,556434.0
haryana,2022,1,panipat,806,1239244.0
haryana,2022,1,gurugram,6642,8138262.0
haryana,2022,1,kaithal,417,644997.0
haryana,2022,1,kurukshetra,402,688759.0
haryana,2022,1,jhajjar,869,1532926.0
haryana,2022,2,yamunanagar,613,941216.0
haryana,2022,2,sonipat,1227,2016582.0
haryana,2022,2,jind,739,901739.0
haryana,2022,2,rohtak,908,1318503.0
haryana,2022,2,faridabad,3527,4157319.0
haryana,2022,2,mahendragarh,766,1018904.0
haryana,2022,2,hisar,1141,1695856.0
haryana,2022,2,karnal,901,1294206.0
haryana,2022,2,fatehabad,375,573627.0
haryana,2022,2,palwal,662,908950.0
haryana,2022,2,charkhi dadri,291,429520.0
haryana,2022,2,ambala,759,1103441.0
haryana,2022,2,rewari,1449,2050909.0
haryana,2022,2,panchkula,630,909242.0
haryana,2022,2,bhiwani,931,1348492.0
haryana,2022,2,sirsa,476,822260.0
haryana,2022,2,mewat,318,430238.0
haryana,2022,2,panipat,1030,1355321.0
haryana,2022,2,gurugram,6554,7627997.0
haryana,2022,2,kaithal,495,633675.0
haryana,2022,2,kurukshetra,573,771908.0
haryana,2022,2,jhajjar,987,1449163.0
haryana,2022,3,yamunanagar,720,1041481.0
haryana,2022,3,sonipat,1657,2565808.0
haryana,2022,3,jind,1006,1332327.0
haryana,2022,3,rohtak,1242,1806212.0
haryana,2022,3,faridabad,4789,5313116.0
haryana,2022,3,mahendragarh,1139,1402381.0
haryana,2022,3,hisar,1516,2224226.0
haryana,2022,3,karnal,1150,1799811.0
haryana,2022,3,fatehabad,494,827400.0
haryana,2022,3,palwal,917,1243503.0
haryana,2022,3,charkhi dadri,370,495110.0
haryana,2022,3,ambala,975,1462020.0
haryana,2022,3,rewari,1838,2341723.0
haryana,2022,3,panchkula,760,1148757.0
haryana,2022,3,bhiwani,1147,1597842.0
haryana,2022,3,sirsa,688,1182871.0
haryana,2022,3,mewat,637,893202.0
haryana,2022,3,panipat,1432,1773022.0
haryana,2022,3,gurugram,10085,10744733.0
haryana,2022,3,kaithal,654,890678.0
haryana,2022,3,kurukshetra,679,1104792.0
haryana,2022,3,jhajjar,1451,2211785.0
haryana,2022,4,yamunanagar,725,1368909.0
haryana,2022,4,sonipat,1969,3340650.0
haryana,2022,4,jind,861,1461931.0
haryana,2022,4,rohtak,1355,2305432.0
haryana,2022,4,faridabad,5980,7492688.0
haryana,2022,4,mahendragarh,1211,1666096.0
haryana,2022,4,hisar,1413,2309773.0
haryana,2022,4,karnal,1113,2024575.0
haryana,2022,4,fatehabad,525,1002278.0
haryana,2022,4,palwal,991,1456844.0
haryana,2022,4,charkhi dadri,350,662919.0
haryana,2022,4,ambala,924,1647332.0
haryana,2022,4,rewari,1987,2881000.0
haryana,2022,4,panchkula,824,1464209.0
haryana,2022,4,bhiwani,1044,1887378.0
haryana,2022,4,sirsa,654,1424465.0
haryana,2022,4,mewat,481,747463.0
haryana,2022,4,panipat,1375,2059529.0
haryana,2022,4,gurugram,11347,14333166.0
haryana,2022,4,kaithal,513,929535.0
haryana,2022,4,kurukshetra,747,1447766.0
haryana,2022,4,jhajjar,1582,2713177.0
haryana,2023,1,yamunanagar,802,1436458.0
haryana,2023,1,sonipat,1780,3324135.0
haryana,2023,1,jind,789,1528474.0
haryana,2023,1,rohtak,1273,2377291.0
haryana,2023,1,faridabad,5728,7830067.0
haryana,2023,1,mahendragarh,758,1487149.0
haryana,2023,1,hisar,2090,3545685.0
haryana,2023,1,karnal,1119,2173782.0
haryana,2023,1,fatehabad,590,1371262.0
haryana,2023,1,palwal,893,1673096.0
haryana,2023,1,charkhi dadri,334,601389.0
haryana,2023,1,ambala,1034,1859227.0
haryana,2023,1,rewari,1988,3178735.0
haryana,2023,1,panchkula,874,1618388.0
haryana,2023,1,bhiwani,1033,1862883.0
haryana,2023,1,sirsa,961,2155839.0
haryana,2023,1,mewat,469,790181.0
haryana,2023,1,panipat,1190,1891460.0
haryana,2023,1,gurugram,10981,15057940.0
haryana,2023,1,kaithal,524,1236444.0
haryana,2023,1,kurukshetra,645,1354698.0
haryana,2023,1,jhajjar,1432,2772611.0
haryana,2023,2,yamunanagar,772,1409076.0
haryana,2023,2,sonipat,2089,3563822.0
haryana,2023,2,jind,871,1408897.0
haryana,2023,2,rohtak,1425,2386384.0
haryana,2023,2,faridabad,5775,7426519.0
haryana,2023,2,mahendragarh,1007,1613165.0
haryana,2023,2,hisar,2201,3727277.0
haryana,2023,2,karnal,1185,2020785.0
haryana,2023,2,fatehabad,581,1149250.0
haryana,2023,2,palwal,969,1595403.0
haryana,2023,2,charkhi dadri,425,693007.0
haryana,2023,2,ambala,1312,2316706.0
haryana,2023,2,rewari,2301,3295937.0
haryana,2023,2,panchkula,830,1340391.0
haryana,2023,2,bhiwani,1272,2111956.0
haryana,2023,2,sirsa,852,1967431.0
haryana,2023,2,mewat,495,870256.0
haryana,2023,2,panipat,1548,2298671.0
haryana,2023,2,gurugram,11759,15891257.0
haryana,2023,2,kaithal,604,1081384.0
haryana,2023,2,kurukshetra,754,1267099.0
haryana,2023,2,jhajjar,1683,2751393.0
haryana,2023,3,yamunanagar,797,1287150.0
haryana,2023,3,sonipat,1998,3234041.0
haryana,2023,3,jind,769,1375846.0
haryana,2023,3,rohtak,1425,2349687.0
haryana,2023,3,faridabad,6299,7830941.0
haryana,2023,3,mahendragarh,1022,1729740.0
haryana,2023,3,hisar,1931,3178279.0
haryana,2023,3,karnal,1574,2126635.0
haryana,2023,3,fatehabad,515,1068249.0
haryana,2023,3,palwal,1012,1522507.0
haryana,2023,3,charkhi dadri,465,771025.0
haryana,2023,3,ambala,1143,1814206.0
haryana,2023,3,rewari,2303,3251849.0
haryana,2023,3,panchkula,1064,1764279.0
haryana,2023,3,bhiwani,1187,1847464.0
haryana,2023,3,sirsa,720,1489750.0
haryana,2023,3,mewat,497,802467.0
haryana,2023,3,panipat,1713,2369450.0
haryana,2023,3,gurugram,13467,16796070.0
haryana,2023,3,kaithal,578,1078099.0
haryana,2023,3,kurukshetra,726,1423466.0
haryana,2023,3,jhajjar,1610,2671111.0
haryana,2023,4,yamunanagar,989,1946237.0
haryana,2023,4,sonipat,2370,4304743.0
haryana,2023,4,jind,1043,1848746.0
haryana,2023,4,rohtak,1541,2892015.0
haryana,2023,4,faridabad,7244,10321129.0
haryana,2023,4,mahendragarh,1237,2323156.0
haryana,2023,4,hisar,1999,3705402.0
haryana,2023,4,karnal,1422,2515568.0
haryana,2023,4,fatehabad,581,1453398.0
haryana,2023,4,palwal,1345,2452791.0
haryana,2023,4,charkhi dadri,481,952122.0
haryana,2023,4,ambala,1266,2722928.0
haryana,2023,4,rewari,2540,4615327.0
haryana,2023,4,panchkula,899,2031089.0
haryana,2023,4,bhiwani,1439,2523209.0
haryana,2023,4,sirsa,846,2084219.0
haryana,2023,4,mewat,674,1074004.0
haryana,2023,4,panipat,1919,3130020.0
haryana,2023,4,gurugram,14118,20950373.0
haryana,2023,4,kaithal,665,1399682.0
haryana,2023,4,kurukshetra,848,1894715.0
haryana,2023,4,jhajjar,2040,3606286.0
haryana,2024,1,yamunanagar,1088,2000216.0
haryana,2024,1,sonipat,2578,4420850.0
haryana,2024,1,jind,966,1904931.0
haryana,2024,1,rohtak,1738,3167356.0
haryana,2024,1,faridabad,7236,10275823.0
haryana,2024,1,mahendragarh,1296,2059603.0
haryana,2024,1,hisar,2257,4098922.0
haryana,2024,1,karnal,1573,2899134.0
haryana,2024,1,fatehabad,570,1223609.0
haryana,2024,1,palwal,1488,2485930.0
haryana,2024,1,charkhi dadri,478,774085.0
haryana,2024,1,ambala,1271,2544180.0
haryana,2024,1,rewari,3110,4640986.0
haryana,2024,1,panchkula,955,1660620.0
haryana,2024,1,bhiwani,1650,2866805.0
haryana,2024,1,sirsa,1062,2518577.0
haryana,2024,1,mewat,837,1002732.0
haryana,2024,1,panipat,1875,2690679.0
haryana,2024,1,gurugram,14505,21783690.0
haryana,2024,1,kaithal,683,1431028.0
haryana,2024,1,kurukshetra,885,1713758.0
haryana,2024,1,jhajjar,2290,3652995.0
haryana,2024,2,yamunanagar,1016,1765664.0
haryana,2024,2,sonipat,2312,3912847.0
haryana,2024,2,jind,975,1785327.0
haryana,2024,2,rohtak,1651,3142822.0
haryana,2024,2,faridabad,6154,8987725.0
haryana,2024,2,mahendragarh,1360,2067112.0
haryana,2024,2,hisar,2224,3926907.0
haryana,2024,2,karnal,1343,2589266.0
haryana,2024,2,fatehabad,637,1379979.0
haryana,2024,2,palwal,1212,2151056.0
haryana,2024,2,charkhi dadri,510,894887.0
haryana,2024,2,ambala,1383,2595393.0
haryana,2024,2,rewari,2772,4028981.0
haryana,2024,2,panchkula,960,1980023.0
haryana,2024,2,bhiwani,1544,2636029.0
haryana,2024,2,sirsa,1029,2096128.0
haryana,2024,2,mewat,693,1179911.0
haryana,2024,2,panipat,1700,2446471.0
haryana,2024,2,gurugram,12964,18926670.0
haryana,2024,2,kaithal,690,1241812.0
haryana,2024,2,kurukshetra,915,1601651.0
haryana,2024,2,jhajjar,2041,3443218.0
haryana,2024,3,yamunanagar,896,1603752.0
haryana,2024,3,sonipat,2558,4389086.0
haryana,2024,3,jind,968,1902638.0
haryana,2024,3,rohtak,1733,3087076.0
haryana,2024,3,faridabad,6523,9267676.0
haryana,2024,3,mahendragarh,1326,2212434.0
haryana,2024,3,hisar,2396,4055598.0
haryana,2024,3,karnal,1307,2470164.0
haryana,2024,3,fatehabad,660,1493009.0
haryana,2024,3,palwal,1294,2208744.0
haryana,2024,3,charkhi dadri,714,1136594.0
haryana,2024,3,ambala,1295,2256135.0
haryana,2024,3,rewari,3002,4363318.0
haryana,2024,3,panchkula,1126,1931264.0
haryana,2024,3,bhiwani,1635,2539565.0
haryana,2024,3,sirsa,1006,2176866.0
haryana,2024,3,panipat,1758,2639675.0
haryana,2024,3,nuh,697,1146977.0
haryana,2024,3,gurugram,14956,21502434.0
haryana,2024,3,kaithal,706,1334272.0
haryana,2024,3,kurukshetra,984,1864216.0
haryana,2024,3,jhajjar,2195,3617149.0
haryana,2024,4,yamunanagar,1131,1982069.0
haryana,2024,4,sonipat,3330,5335496.0
haryana,2024,4,jind,1126,2156026.0
haryana,2024,4,rohtak,2112,3678163.0
haryana,2024,4,faridabad,8261,11419458.0
haryana,2024,4,mahendragarh,1591,2697906.0
haryana,2024,4,hisar,2396,4349181.0
haryana,2024,4,karnal,1497,2597479.0
haryana,2024,4,fatehabad,734,1472253.0
haryana,2024,4,palwal,1824,2933025.0
haryana,2024,4,charkhi dadri,796,1397085.0
haryana,2024,4,ambala,1449,2842321.0
haryana,2024,4,rewari,4037,6018179.0
haryana,2024,4,panchkula,1143,2092220.0
haryana,2024,4,bhiwani,1693,2967792.0
haryana,2024,4,sirsa,1166,2787279.0
haryana,2024,4,panipat,2026,3004028.0
haryana,2024,4,nuh,972,1283299.0
haryana,2024,4,gurugram,16973,25145012.0
haryana,2024,4,kaithal,885,1705356.0
haryana,2024,4,kurukshetra,1036,1992708.0
haryana,2024,4,jhajjar,2630,4460177.0
himachal-pradesh,2020,2,solan,97,19714.0
himachal-pradesh,2020,2,sirmaur,19,4111.0
himachal-pradesh,2020,2,shimla,44,8364.0
himachal-pradesh,2020,2,bilaspur,11,2712.0
himachal-pradesh,2020,2,hamirpur,31,6714.0
himachal-pradesh,2020,2,una,11,2651.0
himachal-pradesh,2020,2,kangra,38,9269.0
himachal-pradesh,2020,2,kullu,80,11543.0
himachal-pradesh,2020,2,mandi,54,10723.0
himachal-pradesh,2020,2,chamba,4,1447.0
himachal-pradesh,2020,2,kinnaur,3,688.0
himachal-pradesh,2020,3,solan,132,38040.0
himachal-pradesh,2020,3,sirmaur,39,10928.0
himachal-pradesh,2020,3,shimla,74,26993.0
himachal-pradesh,2020,3,bilaspur,17,4750.0
himachal-pradesh,2020,3,hamirpur,25,8139.0
himachal-pradesh,2020,3,una,31,6127.0
himachal-pradesh,2020,3,kangra,89,26682.0
himachal-pradesh,2020,3,kullu,34,14714.0
himachal-pradesh,2020,3,mandi,58,21176.0
himachal-pradesh,2020,3,lahul and spiti,9,1719.0
himachal-pradesh,2020,3,chamba,14,4150.0
himachal-pradesh,2020,3,kinnaur,9,2141.0
himachal-pradesh,2020,4,solan,162,88870.0
himachal-pradesh,2020,4,sirmaur,50,47332.0
himachal-pradesh,2020,4,shimla,74,57412.0
himachal-pradesh,2020,4,bilaspur,19,16248.0
himachal-pradesh,2020,4,hamirpur,59,57764.0
himachal-pradesh,2020,4,una,51,48891.0
himachal-pradesh,2020,4,kangra,153,166625.0
himachal-pradesh,2020,4,kullu,19,14390.0
himachal-pradesh,2020,4,mandi,73,83521.0
himachal-pradesh,2020,4,lahul and spiti,3,1018.0
himachal-pradesh,2020,4,chamba,29,20481.0
himachal-pradesh,2020,4,kinnaur,18,28414.0
himachal-pradesh,2021,1,solan,248,140127.0
himachal-pradesh,2021,1,sirmaur,82,57506.0
himachal-pradesh,2021,1,shimla,97,96526.0
himachal-pradesh,2021,1,bilaspur,43,38469.0
himachal-pradesh,2021,1,hamirpur,84,121562.0
himachal-pradesh,2021,1,una,67,61213.0
himachal-pradesh,2021,1,kangra,214,225446.0
himachal-pradesh,2021,1,kullu,58,22094.0
himachal-pradesh,2021,1,mandi,116,82328.0
himachal-pradesh,2021,1,lahul and spiti,4,10490.0
himachal-pradesh,2021,1,chamba,41,44528.0
himachal-pradesh,2021,1,kinnaur,10,6203.0
himachal-pradesh,2021,2,solan,243,196231.0
himachal-pradesh,2021,2,sirmaur,107,115857.0
himachal-pradesh,2021,2,shimla,117,118778.0
